TextAsset Base
	string m_Name = "6"
	string m_Script = "<?xml version="1.0" encoding="utf-8"?>
<Config>
  <Levels>
    <Level Level="0" LifeV="0" MagicV="0" MinDefenseV="0" MaxDefenseV="0" MinMDefenseV="0" MaxMDefenseV="0" MinAttackV="0" MaxAttackV="0" MinMAttackV="0" MaxMAttackV="0" RecoverLifeV="0" RecoverMagicV="0" HitV="0" Dodge="0" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="72" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="73" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="74" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="75" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="76" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="77" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="78" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="79" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="80" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="81" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="82" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="83" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="84" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="85" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="86" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="87" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="88" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="89" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="90" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="91" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="92" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="93" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="94" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="95" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="96" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="97" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="98" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="99" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="100" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
    <Level Level="101" LifeV="267" MagicV="500" MinDefenseV="32" MaxDefenseV="40" MinMDefenseV="42" MaxMDefenseV="53" MinAttackV="0" MaxAttackV="0" MinMAttackV="122" MaxMAttackV="161" RecoverLifeV="0.014" RecoverMagicV="0.014" HitV="29" Dodge="29" PhySkillIncreasePercent="0" MagicSkillIncreasePercent="0" AttackSpeed="0" />
  </Levels>
</Config>"
